"Location","Date","Population","new_vaccs","rolling_vacc_count","rolling_vacc_percentage"
Argentina,"2022-04-04",45510324,"77968.0",97499969,214.23703553505794
Argentina,"2022-04-05",45510324,"76342.0",97576311,214.40478208856524
Argentina,"2022-04-06",45510324,"71684.0",97647995,214.56229360177704
Argentina,"2022-04-07",45510324,"67323.0",97715318,214.71022267387067
Argentina,"2022-04-08",45510324,"74766.0",97790084,214.87450627686147
Argentina,"2022-04-09",45510324,"29530.0",97819614,214.93939265297251
Argentina,"2022-04-10",45510324,"12722.0",97832336,214.9673467497177
Argentina,"2022-04-11",45510324,"68058.0",97900394,215.11689083997734
Argentina,"2022-04-12",45510324,"69927.0",97970321,215.27054169071613
Argentina,"2022-04-13",45510324,"75802.0",98046123,215.43710170026475
Argentina,"2022-04-14",45510324,"22770.0",98068893,215.48713430385598
Argentina,"2022-04-15",45510324,"12479.0",98081372,215.51455445581973
Argentina,"2022-04-16",45510324,"23165.0",98104537,215.56545499434372
Argentina,"2022-04-17",45510324,"7008.0",98111545,215.58085369816305
Argentina,"2022-04-18",45510324,"92581.0",98204126,215.78428226527237
Argentina,"2022-04-19",45510324,"102258.0",98306384,216.00897413958205
Argentina,"2022-04-20",45510324,"114838.0",98421222,216.2613080935218
Argentina,"2022-04-21",45510324,"108788.0",98530010,216.50034836051705
Argentina,"2022-04-22",45510324,"115527.0",98645537,216.75419625665597
Argentina,"2022-04-23",45510324,"43545.0",98689082,216.84987784310215
Argentina,"2022-04-24",45510324,"17520.0",98706602,216.8883746026506
Argentina,"2022-04-25",45510324,"116981.0",98823583,217.14541737826343
Argentina,"2022-04-26",45510324,"108916.0",98932499,217.38473890012298
Argentina,"2022-04-27",45510324,"115689.0",99048188,217.6389427594495
Argentina,"2022-04-28",45510324,"130329.0",99178517,217.92531514387812
Argentina,"2022-04-29",45510324,"133156.0",99311673,218.21789930566084
Argentina,"2022-04-30",45510324,"46783.0",99358456,218.32069576125187
Argentina,"2022-05-01",45510324,"1108.0",99359564,218.32313037367084
Argentina,"2022-05-02",45510324,"111405.0",99470969,218.56792098425842
Argentina,"2022-05-03",45510324,"126639.0",99597608,218.8461853183027
Argentina,"2022-05-04",45510324,"131062.0",99728670,219.13416832629008
Argentina,"2022-05-05",45510324,"154006.0",99882676,219.4725662686998
Argentina,"2022-05-06",45510324,"152115.0",100034791,219.80680910995054
Argentina,"2022-05-07",45510324,"57515.0",100092306,219.9331870280686
Argentina,"2022-05-08",45510324,"29698.0",100122004,219.99844255118904
Argentina,"2022-05-09",45510324,"156828.0",100278832,220.34304128443472
Argentina,"2022-05-10",45510324,"177588.0",100456420,220.73325604098093
Argentina,"2022-05-11",45510324,"161616.0",100618036,221.08837546399363
Argentina,"2022-05-12",45510324,"168011.0",100786047,221.4575466437022
Argentina,"2022-05-13",45510324,"203701.0",100989748,221.90513958986537
Argentina,"2022-05-14",45510324,"88598.0",101078346,222.09981629662755
Argentina,"2022-05-15",45510324,"41611.0",101119957,222.19124829785875
Argentina,"2022-05-16",45510324,"177336.0",101297293,222.58090933389093
Argentina,"2022-05-17",45510324,"207669.0",101504962,223.0372211808468
Argentina,"2022-05-18",45510324,"2747.0",101507709,223.04325717391072
Argentina,"2022-05-19",45510324,"198280.0",101705989,223.47893853711085
Argentina,"2022-05-20",45510324,"210467.0",101916456,223.9413984396156
Argentina,"2022-05-21",45510324,"111066.0",102027522,224.18544416427358
Argentina,"2022-05-22",45510324,"51110.0",102078632,224.2977483526595
Argentina,"2022-05-23",45510324,"224892.0",102303524,224.79190435998655
Argentina,"2022-05-24",45510324,"209657.0",102513181,225.25258444655324
Argentina,"2022-05-25",45510324,"36369.0",102549550,225.33249818217072
Argentina,"2022-05-26",45510324,"210285.0",102759835,225.79455817541532
Argentina,"2022-05-27",45510324,"232234.0",102992069,226.3048467859732
Argentina,"2022-05-28",45510324,"113720.0",103105789,226.5547241544578
Argentina,"2022-05-29",45510324,"57916.0",103163705,226.6819831913304
Argentina,"2022-05-30",45510324,"200132.0",103363837,227.1217339608481
Argentina,"2022-05-31",45510324,"190895.0",103554732,227.54118823676143
Argentina,"2022-06-01",45510324,"161066.0",103715798,227.8950991427791
Argentina,"2022-06-02",45510324,"162252.0",103878050,228.2516160508987
Argentina,"2022-06-03",45510324,"176920.0",104054970,228.64036300862196
Argentina,"2022-06-04",45510324,"43026.0",104097996,228.73490419448564
Argentina,"2022-06-05",45510324,"18133.0",104116129,228.77474790115753
Argentina,"2022-06-06",45510324,"144621.0",104260750,229.09252414902602
Argentina,"2022-06-07",45510324,"138847.0",104399597,229.39761316575112
Argentina,"2022-06-08",45510324,"143078.0",104542675,229.71199897412288
Argentina,"2022-06-09",45510324,"140801.0",104683476,230.02138152213553
Argentina,"2022-06-10",45510324,"152722.0",104836198,230.3569581266879
Argentina,"2022-06-11",45510324,"38860.0",104875058,230.4423453456407
Argentina,"2022-06-12",45510324,"17153.0",104892211,230.48003569475796
Argentina,"2022-06-13",45510324,"136338.0",105028549,230.7796116766824
Argentina,"2022-06-14",45510324,"145436.0",105173985,231.0991787270071
Argentina,"2022-06-15",45510324,"143699.0",105317684,231.4149290609313
Argentina,"2022-06-16",45510324,"151250.0",105468934,231.74727123454448
Argentina,"2022-06-17",45510324,"24339.0",105493273,231.80075140752677
Argentina,"2022-06-18",45510324,"27144.0",105520417,231.86039501718335
Argentina,"2022-06-19",45510324,"1427.0",105521844,231.86353056945936
Argentina,"2022-06-20",45510324,"18272.0",105540116,231.90367970133545
Argentina,"2022-06-21",45510324,"115514.0",105655630,232.1574990325272
Argentina,"2022-06-22",45510324,"111583.0",105767213,232.40268076316048
Argentina,"2022-06-23",45510324,"109168.0",105876381,232.64255600553403
Argentina,"2022-06-24",45510324,"118345.0",105994726,232.90259590329438
Argentina,"2022-06-25",45510324,"29645.0",106024371,232.96773496932258
Argentina,"2022-06-26",45510324,"17931.0",106042302,233.0071348206618
Argentina,"2022-06-27",45510324,"66588.0",106108890,233.15344887458943
Argentina,"2022-06-28",45510324,"101734.0",106210624,233.37698936179842
Argentina,"2022-06-29",45510324,"100847.0",106311471,233.59858084069015
Argentina,"2022-06-30",45510324,"100833.0",106412304,233.82014155733103
Argentina,"2022-07-01",45510324,"102250.0",106514554,234.04481585321167
Argentina,"2022-07-02",45510324,"27105.0",106541659,234.1043737680268
Argentina,"2022-07-03",45510324,"14519.0",106556178,234.13627641939004
Argentina,"2022-07-04",45510324,"88835.0",106645013,234.33147388711183
Argentina,"2022-07-05",45510324,"92491.0",106737504,234.53470469689472
Argentina,"2022-07-06",45510324,"92805.0",106830309,234.73862546001652
Argentina,"2022-07-07",45510324,"92893.0",106923202,234.94273958585748
Argentina,"2022-07-08",45510324,"93218.0",107016420,235.1475678353773
Argentina,"2022-07-09",45510324,"20555.0",107036975,235.19273341143426
Argentina,"2022-07-10",45510324,"12980.0",107049955,235.22125441251526
Argentina,"2022-07-11",45510324,"76955.0",107126910,235.39034791314606
Argentina,"2022-07-12",45510324,"80988.0",107207898,235.56830313930527
Argentina,"2022-07-13",45510324,"80733.0",107288631,235.74569805303955
Argentina,"2022-07-14",45510324,"77229.0",107365860,235.91539361486417
Argentina,"2022-07-15",45510324,"70442.0",107436302,236.070176076971
Argentina,"2022-07-16",45510324,"15713.0",107452015,236.10470230886511
Argentina,"2022-07-17",45510324,"9362.0",107461377,236.12527346542294
Argentina,"2022-07-18",45510324,"65975.0",107527352,236.2702405722271
Argentina,"2022-07-19",45510324,"74651.0",107602003,236.4342714853008
Argentina,"2022-07-20",45510324,"63649.0",107665652,236.57412766386807
Argentina,"2022-07-21",45510324,"65847.0",107731499,236.718813515808
Argentina,"2022-07-22",45510324,"73820.0",107805319,236.88101846956746
Argentina,"2022-07-23",45510324,"14574.0",107819893,236.9130419726302
Argentina,"2022-07-24",45510324,"6389.0",107826282,236.92708054550437
Argentina,"2022-07-25",45510324,"53027.0",107879309,237.0435969649436
Argentina,"2022-07-26",45510324,"65289.0",107944598,237.18705672145953
Argentina,"2022-07-27",45510324,"62143.0",108006741,237.32360376076426
Argentina,"2022-07-28",45510324,"65473.0",108072214,237.46746782114755
Argentina,"2022-07-29",45510324,"75765.0",108147979,237.63394653046194
Argentina,"2022-07-30",45510324,"15676.0",108163655,237.66839146212186
Argentina,"2022-07-31",45510324,"6811.0",108170466,237.6833572971267
Argentina,"2022-08-01",45510324,"46933.0",108217399,237.7864833482618
Argentina,"2022-08-02",45510324,"48965.0",108266364,237.89407432036737
Argentina,"2022-08-03",45510324,"45518.0",108311882,237.99409118687004
Argentina,"2022-08-04",45510324,"42942.0",108354824,238.08844779922902
Argentina,"2022-08-05",45510324,"56656.0",108411480,238.21293823353136
Argentina,"2022-08-06",45510324,"10196.0",108421676,238.23534194131426
Argentina,"2022-08-07",45510324,"4678.0",108426354,238.24562092768224
Argentina,"2022-08-08",45510324,"48337.0",108474691,238.35183199310995
Argentina,"2022-08-09",45510324,"49019.0",108523710,238.4595416196114
Argentina,"2022-08-10",45510324,"50954.0",108574664,238.57150302863147
Argentina,"2022-08-11",45510324,"50407.0",108625071,238.6822625125675
Argentina,"2022-08-12",45510324,"57662.0",108682733,238.80896343431877
Argentina,"2022-08-13",45510324,"11465.0",108694198,238.83415552040455
Argentina,"2022-08-14",45510324,"4900.0",108699098,238.8449223081778
Argentina,"2022-08-15",45510324,"6466.0",108705564,238.85913007343126
Argentina,"2022-08-16",45510324,"44572.0",108750136,238.95706829070255
Argentina,"2022-08-17",45510324,"45169.0",108795305,239.0563182982393
Argentina,"2022-08-18",45510324,"46254.0",108841559,239.15795238021155
Argentina,"2022-08-19",45510324,"45963.0",108887522,239.2589470468283
Argentina,"2022-08-20",45510324,"9012.0",108896534,239.27874914711657
Argentina,"2022-08-21",45510324,"3106.0",108899640,239.28557397218265
Argentina,"2022-08-22",45510324,"42978.0",108942618,239.3800096874722
Argentina,"2022-08-23",45510324,"41827.0",108984445,239.4719163062869
Argentina,"2022-08-24",45510324,"43401.0",109027846,239.56728148101075
Argentina,"2022-08-25",45510324,"38643.0",109066489,239.65219188507646
Argentina,"2022-08-26",45510324,"40468.0",109106957,239.74111236826175
Argentina,"2022-08-27",45510324,"7561.0",109114518,239.757726180987
Argentina,"2022-08-28",45510324,"3146.0",109117664,239.76463889819811
Argentina,"2022-08-29",45510324,"34002.0",109151666,239.83935161613
Argentina,"2022-08-30",45510324,"31587.0",109183253,239.9087578458022
Argentina,"2022-08-31",45510324,"31868.0",109215121,239.9787815177936
Argentina,"2022-09-01",45510324,"28318.0",109243439,240.04100476190854
Argentina,"2022-09-02",45510324,"6130.0",109249569,240.05447423314322
Argentina,"2022-09-03",45510324,"6060.0",109255629,240.06778989312406
Argentina,"2022-09-04",45510324,"2020.0",109257649,240.07222844645096
Argentina,"2022-09-05",45510324,"29310.0",109286959,240.13663141576401
Argentina,"2022-09-06",45510324,"31382.0",109318341,240.20558719819266
Argentina,"2022-09-07",45510324,"29779.0",109348120,240.2710207029069
Argentina,"2022-09-08",45510324,"27908.0",109376028,240.33234305253464
Argentina,"2022-09-09",45510324,"29783.0",109405811,240.39778534646334
Argentina,"2022-09-10",45510324,"5818.0",109411629,240.41056925896638
Argentina,"2022-09-11",45510324,"1857.0",109413486,240.41464965180208
Argentina,"2022-09-12",45510324,"25794.0",109439280,240.47132690156192
Argentina,"2022-09-13",45510324,"26353.0",109465633,240.52923244404937
Argentina,"2022-09-14",45510324,"25785.0",109491418,240.58588991807662
Argentina,"2022-09-15",45510324,"24586.0",109516004,240.63991282505484
Argentina,"2022-09-16",45510324,"26288.0",109542292,240.6976755428065
Argentina,"2022-09-17",45510324,"4209.0",109546501,240.70692399377336
Argentina,"2022-09-18",45510324,"1541.0",109548042,240.71031003866287
Argentina,"2022-09-19",45510324,"21592.0",109569634,240.75775421858125
Argentina,"2022-09-20",45510324,"21309.0",109590943,240.80457656157316
Argentina,"2022-09-21",45510324,"17466.0",109608409,240.84295466672572
Argentina,"2022-09-22",45510324,"24103.0",109632512,240.895916276052
Argentina,"2022-09-23",45510324,"24313.0",109656825,240.94933931913997
Argentina,"2022-09-24",45510324,"3679.0",109660504,240.95742319918446
Argentina,"2022-09-25",45510324,"1445.0",109661949,240.96059830292572
Argentina,"2022-09-26",45510324,"20880.0",109682829,241.00647800266154
Argentina,"2022-09-27",45510324,"18923.0",109701752,241.04805757919894
Argentina,"2022-09-28",45510324,"17659.0",109719411,241.0868597639516
Argentina,"2022-09-29",45510324,"18978.0",109738389,241.12856019218847
Argentina,"2022-09-30",45510324,"19119.0",109757508,241.1705704402368
Argentina,"2022-10-01",45510324,"2804.0",109760312,241.17673167960746
Argentina,"2022-10-02",45510324,"754.0",109761066,241.17838844654239
Argentina,"2022-10-03",45510324,"16071.0",109777137,241.21370131313503
Argentina,"2022-10-04",45510324,"15995.0",109793132,241.248847184652
Argentina,"2022-10-05",45510324,"15778.0",109808910,241.28351624128186
Argentina,"2022-10-06",45510324,"18176.0",109827086,241.32345443200975
Argentina,"2022-10-07",45510324,"2594.0",109829680,241.32915423761872
Argentina,"2022-10-08",45510324,"1869.0",109831549,241.3332609980979
Argentina,"2022-10-09",45510324,"739.0",109832288,241.33488480547842
Argentina,"2022-10-10",45510324,"1188.0",109833476,241.3374952021875
Argentina,"2022-10-11",45510324,"13904.0",109847380,241.36804651182
Argentina,"2022-10-12",45510324,"13824.0",109861204,241.39842203716236
Argentina,"2022-10-13",45510324,"13965.0",109875169,241.42910738231615
Argentina,"2022-10-14",45510324,"14378.0",109889547,241.46070021386797
Argentina,"2022-10-15",45510324,"2095.0",109891642,241.46530356496694
Argentina,"2022-10-16",45510324,"370.0",109892012,241.466116567309
Argentina,"2022-10-17",45510324,"11782.0",109903794,241.49200519864456
Argentina,"2022-10-18",45510324,"13155.0",109916949,241.52091072786033
Argentina,"2022-10-19",45510324,"13975.0",109930924,241.55161804605035
Argentina,"2022-10-20",45510324,"14369.0",109945293,241.58319110186955
Argentina,"2022-10-21",45510324,"15667.0",109960960,241.6176162577968
Argentina,"2022-10-22",45510324,"2677.0",109963637,241.6234984396068
Argentina,"2022-10-23",45510324,"927.0",109964564,241.62553534006923
Argentina,"2022-10-24",45510324,"12700.0",109977264,241.65344109613457
Argentina,"2022-10-25",45510324,"13223.0",109990487,241.68249604199698
Argentina,"2022-10-26",45510324,"10904.0",110001391,241.7064554407479
Argentina,"2022-10-27",45510324,"13176.0",110014567,241.73540711333982
Argentina,"2022-10-28",45510324,"12797.0",110027364,241.76352600785705
Argentina,"2022-10-29",45510324,"1733.0",110029097,241.76733393504298
Argentina,"2022-10-30",45510324,"375.0",110029472,241.76815792390315
Argentina,"2022-10-31",45510324,"11517.0",110040989,241.79346426977756
Argentina,"2022-11-01",45510324,"13397.0",110054386,241.82290154647112
Argentina,"2022-11-02",45510324,"15274.0",110069660,241.85646316207286
Argentina,"2022-11-03",45510324,"19811.0",110089471,241.8999939442312
Argentina,"2022-11-04",45510324,"23989.0",110113460,241.95270506094397
Argentina,"2022-11-05",45510324,"3924.0",110117384,241.96132728037708
Argentina,"2022-11-06",45510324,"4691.0",110122075,241.97163483169226
Argentina,"2022-11-07",45510324,"24085.0",110146160,242.02455688955325
Argentina,"2022-11-08",45510324,"24486.0",110170646,242.07836006616873
Argentina,"2022-11-09",45510324,"26614.0",110197260,242.1368391049029
Argentina,"2022-11-10",45510324,"25083.0",110222343,242.1919540717838
Argentina,"2022-11-11",45510324,"27631.0",110249974,242.25266776830682
Argentina,"2022-11-12",45510324,"4202.0",110254176,242.26190083814828
Argentina,"2022-11-13",45510324,"1277.0",110255453,242.26470679488023
Argentina,"2022-11-14",45510324,"25874.0",110281327,242.32155982893025
Argentina,"2022-11-15",45510324,"26853.0",110308180,242.38056402323133
Argentina,"2022-11-16",45510324,"25545.0",110333725,242.43669414438799
Argentina,"2022-11-17",45510324,"23352.0",110357077,242.4880055786902
Argentina,"2022-11-18",45510324,"24684.0",110381761,242.54224382142388
Argentina,"2022-11-19",45510324,"4367.0",110386128,242.55183944636386
Argentina,"2022-11-20",45510324,"798.0",110386926,242.55359289465838
Argentina,"2022-11-21",45510324,"1713.0",110388639,242.55735687577175
Argentina,"2022-11-22",45510324,"18504.0",110407143,242.59801578208936
Argentina,"2022-11-23",45510324,"23771.0",110430914,242.6502478866114
Argentina,"2022-11-24",45510324,"28353.0",110459267,242.7125480363532
Argentina,"2022-11-25",45510324,"31938.0",110491205,242.78272551959859
Argentina,"2022-11-26",45510324,"4070.0",110495275,242.79166854536126
Argentina,"2022-11-27",45510324,"1695.0",110496970,242.79539297500938
Argentina,"2022-11-28",45510324,"40365.0",110537335,242.88408713592108
Argentina,"2022-11-29",45510324,"59440.0",110596775,243.0146948635215
Argentina,"2022-11-30",45510324,"68650.0",110665425,243.16553975752845
Argentina,"2022-12-01",45510324,"72209.0",110737634,243.3242048551445
Argentina,"2022-12-02",45510324,"84259.0",110821893,243.50934746146828
Argentina,"2022-12-03",45510324,"16289.0",110838182,243.5451393402517
Argentina,"2022-12-04",45510324,"7036.0",110845218,243.5605995685726
Argentina,"2022-12-05",45510324,"101297.0",110946515,243.78317983409653
Argentina,"2022-12-06",45510324,"124789.0",111071304,244.05737915643053
Argentina,"2022-12-07",45510324,"119214.0",111190518,244.3193285110429
Argentina,"2022-12-08",45510324,"18115.0",111208633,244.35913266624954
Argentina,"2022-12-09",45510324,"16336.0",111224969,244.3950278183034
Argentina,"2022-12-10",45510324,"25284.0",111250253,244.45058444321336
Argentina,"2022-12-11",45510324,"2940.0",111253193,244.4570445158773
Argentina,"2022-12-12",45510324,"128947.0",111382140,244.7403802266932
Argentina,"2022-12-13",45510324,"121087.0",111503227,245.00644513099928
Argentina,"2022-12-14",45510324,"129499.0",111632726,245.29099375341735
Argentina,"2022-12-15",45510324,"130458.0",111763184,245.5776495900139
Argentina,"2022-12-16",45510324,"136373.0",111899557,245.8773024775653
Argentina,"2022-12-17",45510324,"27505.0",111927062,245.9377393138313
Argentina,"2022-12-18",45510324,"4046.0",111931108,245.9466296043069
Argentina,"2022-12-19",45510324,"100300.0",112031408,246.16701915811456
Argentina,"2022-12-20",45510324,"37295.0",112068703,246.24896759689076
Argentina,"2022-12-21",45510324,"113713.0",112182416,246.49882958424993
Argentina,"2022-12-22",45510324,"93629.0",112276045,246.70456092556051
Argentina,"2022-12-23",45510324,"29269.0",112305314,246.7688738054249
Argentina,"2022-12-24",45510324,"2772.0",112308086,246.77496473107948
Argentina,"2022-12-25",45510324,"345.0",112308431,246.77572280083083
Argentina,"2022-12-26",45510324,"110618.0",112419049,247.01878413346384
Argentina,"2022-12-27",45510324,"132965.0",112552014,247.31094861025377
Argentina,"2022-12-28",45510324,"125909.0",112677923,247.58760891265027
Argentina,"2022-12-29",45510324,"99482.0",112777405,247.8062010720908
Argentina,"2022-12-30",45510324,"22825.0",112800230,247.85635452738154
Argentina,"2022-12-31",45510324,"835.0",112801065,247.85818927591023
Argentina,"2023-01-01",45510324,"759.0",112801824,247.85985702936327
Argentina,"2023-01-02",45510324,"89094.0",112890918,248.05562359872454
Argentina,"2023-01-03",45510324,"104402.0",112995320,248.2850264920109
Argentina,"2023-01-04",45510324,"112735.0",113108055,248.5327395164227
Argentina,"2023-01-05",45510324,"102531.0",113210586,248.75803125462258
Argentina,"2023-01-06",45510324,"97777.0",113308363,248.97287701137878
Argentina,"2023-01-07",45510324,"15347.0",113323710,249.00659903014534
Argentina,"2023-01-08",45510324,"5305.0",113329015,249.01825572588757
Argentina,"2023-01-09",45510324,"84312.0",113413327,249.20351478930365
Argentina,"2023-01-10",45510324,"84568.0",113497895,249.3893363624482
Argentina,"2023-01-11",45510324,"84599.0",113582494,249.57522605200526
Argentina,"2023-01-12",45510324,"78712.0",113661206,249.74818021510902
Argentina,"2023-01-13",45510324,"78519.0",113739725,249.9207102986127
Argentina,"2023-01-14",45510324,"15801.0",113755526,249.95542989322595
Argentina,"2023-01-15",45510324,"5338.0",113760864,249.96715909998795
Argentina,"2023-01-16",45510324,"61523.0",113822387,250.10234381104385
Argentina,"2023-01-17",45510324,"52050.0",113874437,250.21671346483933
Argentina,"2023-01-18",45510324,"53591.0",113928028,250.33446916352432
Argentina,"2023-01-19",45510324,"42057.0",113970085,250.42688116217323
Argentina,"2023-01-20",45510324,"47349.0",114017434,250.53092129161726
Argentina,"2023-01-21",45510324,"9062.0",114026496,250.55083325708688
Argentina,"2023-01-22",45510324,"3193.0",114029689,250.55784924756856
Argentina,"2023-01-23",45510324,"38599.0",114068288,250.6426629702746
Argentina,"2023-01-24",45510324,"39896.0",114108184,250.73032659578516
Argentina,"2023-01-25",45510324,"39877.0",114148061,250.8179484725268
Argentina,"2023-01-26",45510324,"40155.0",114188216,250.9061811996768
Argentina,"2023-01-27",45510324,"36645.0",114224861,250.98670139109535
Argentina,"2023-01-28",45510324,"8046.0",114232907,251.00438089607974
Argentina,"2023-01-29",45510324,"4313.0",114237220,251.01385786662385
Argentina,"2023-01-30",45510324,"33491.0",114270711,251.08744776240223
Argentina,"2023-01-31",45510324,"30501.0",114301212,251.15446772033528
Argentina,"2023-02-01",45510324,"31806.0",114333018,251.22435515950184
Argentina,"2023-02-02",45510324,"28447.0",114361465,251.28686185578465
Argentina,"2023-02-03",45510324,"30567.0",114392032,251.35402683575708
Argentina,"2023-02-04",45510324,"7141.0",114399173,251.3697177809589
Argentina,"2023-02-05",45510324,"2723.0",114401896,251.3757010387357
Argentina,"2023-02-06",45510324,"26171.0",114428067,251.43320667196303
Argentina,"2023-02-07",45510324,"25491.0",114453558,251.48921813872386
Argentina,"2023-02-08",45510324,"25867.0",114479425,251.5460557916485
Argentina,"2023-02-09",45510324,"25012.0",114504437,251.6010147499719
Argentina,"2023-02-10",45510324,"23523.0",114527960,251.6527019231944
Argentina,"2023-02-11",45510324,"19.0",114527979,251.65274367196332
Argentina,"2023-02-12",45510324,,114527979,251.65274367196332
Argentina,"2023-02-13",45510324,,114527979,251.65274367196332
Argentina,"2023-02-14",45510324,,114527979,251.65274367196332
Argentina,"2023-02-15",45510324,,114527979,251.65274367196332
Argentina,"2023-02-16",45510324,,114527979,251.65274367196332
Argentina,"2023-02-17",45510324,,114527979,251.65274367196332
Argentina,"2023-02-18",45510324,,114527979,251.65274367196332
Argentina,"2023-02-19",45510324,,114527979,251.65274367196332
